Date,close
2017-09-30 00:00:00+02:00,3930.8701171875
2017-10-31 00:00:00+02:00,3996.090087890625
2017-11-30 00:00:00+02:00,4197.31005859375
2017-12-31 00:00:00+02:00,4561.3701171875
2018-01-31 00:00:00+02:00,4763.240234375
2018-02-28 00:00:00+02:00,4679.35986328125
2018-03-31 00:00:00+02:00,4426.72021484375
2018-04-30 00:00:00+02:00,4427.5498046875
2018-05-31 00:00:00+02:00,4225.39013671875
2018-06-30 00:00:00+02:00,4040.239990234375
2018-07-31 00:00:00+02:00,4211.1201171875
2018-08-31 00:00:00+02:00,3849.199951171875
2018-09-30 00:00:00+02:00,3761.6201171875
2018-10-31 00:00:00+02:00,3358.93994140625
2018-11-30 00:00:00+02:00,3461.889892578125
2018-12-31 00:00:00+02:00,3491.699951171875
2019-01-31 00:00:00+02:00,3884.679931640625
2019-02-28 00:00:00+02:00,3797.22998046875
2019-03-31 00:00:00+02:00,3747.340087890625
2019-04-30 00:00:00+02:00,3919.530029296875
2019-05-31 00:00:00+02:00,3661.580078125
2019-06-30 00:00:00+02:00,3979.1201171875
2019-07-31 00:00:00+02:00,3852.570068359375
2019-08-31 00:00:00+02:00,3491.639892578125
2019-09-30 00:00:00+02:00,3460.610107421875
2019-10-31 00:00:00+02:00,3580.0400390625
2019-11-30 00:00:00+02:00,3601.449951171875
2019-12-31 00:00:00+02:00,3906.320068359375
2020-01-31 00:00:00+02:00,3588.449951171875
2020-02-29 00:00:00+02:00,3133.06005859375
2020-03-31 00:00:00+02:00,2451.929931640625
2020-04-30 00:00:00+02:00,2712.85009765625
2020-05-31 00:00:00+02:00,2838.010009765625
2020-06-30 00:00:00+02:00,3104.169921875
2020-07-31 00:00:00+02:00,3242.64990234375
2020-08-31 00:00:00+02:00,3250.300048828125
2020-09-30 00:00:00+02:00,3224.969970703125
2020-10-31 00:00:00+02:00,3140.580078125
2020-11-30 00:00:00+02:00,3637.860107421875
2020-12-31 00:00:00+02:00,3979.550048828125
2021-01-31 00:00:00+02:00,4092.830078125
2021-02-28 00:00:00+02:00,4311.77001953125
2021-03-31 00:00:00+02:00,4431.9599609375
2021-04-30 00:00:00+02:00,4526.9501953125
2021-05-31 00:00:00+02:00,4840.580078125
2021-06-30 00:00:00+02:00,4529.1201171875
2021-07-31 00:00:00+02:00,4618.4599609375
2021-08-31 00:00:00+02:00,4536.009765625
2021-09-30 00:00:00+02:00,4134.22998046875
2021-10-31 00:00:00+02:00,4300.31005859375
2021-11-30 00:00:00+02:00,4297.66015625
2021-12-31 00:00:00+02:00,4516.10986328125
2022-01-31 00:00:00+02:00,4712.5498046875
2022-02-28 00:00:00+02:00,4843.33984375
2022-03-31 00:00:00+02:00,5039.6298828125
2022-04-30 00:00:00+02:00,4449.990234375
2022-05-31 00:00:00+02:00,4513.31982421875
2022-06-30 00:00:00+02:00,3944.050048828125
2022-07-31 00:00:00+02:00,4031.080078125
2022-08-31 00:00:00+02:00,3830.409912109375
2022-09-30 00:00:00+02:00,3432.489990234375
2022-10-31 00:00:00+02:00,3511.31005859375
2022-11-30 00:00:00+02:00,4336.06982421875
2022-12-31 00:00:00+02:00,4229.97021484375
2023-01-31 00:00:00+02:00,4529.27001953125
2023-02-28 00:00:00+02:00,4198.3798828125
2023-03-31 00:00:00+02:00,4271.14013671875
2023-04-30 00:00:00+02:00,4267.2900390625
2023-05-31 00:00:00+02:00,3797.050048828125
2023-06-30 00:00:00+02:00,4023.239990234375
2023-07-31 00:00:00+02:00,4450.81005859375
2023-08-31 00:00:00+02:00,3932.929931640625
2023-09-30 00:00:00+02:00,3794.360107421875
2023-10-31 00:00:00+02:00,3662.5
2023-11-30 00:00:00+02:00,3950.72998046875
2023-12-31 00:00:00+02:00,4143.68017578125
2024-01-31 00:00:00+02:00,3932.139892578125
2024-02-29 00:00:00+02:00,3717.830078125
2024-03-31 00:00:00+02:00,3879.75
2024-04-30 00:00:00+02:00,3990.56005859375
2024-05-31 00:00:00+02:00,4022.580078125
2024-06-30 00:00:00+02:00,4296.18017578125
2024-07-31 00:00:00+02:00,4470.91015625
2024-08-31 00:00:00+02:00,4618.830078125
2024-09-30 00:00:00+02:00,4897.10009765625
2024-10-31 00:00:00+02:00,4701.490234375
2024-11-30 00:00:00+02:00,4525.72998046875
2024-12-31 00:00:00+02:00,4294.1298828125
2025-01-31 00:00:00+02:00,4479.5
2025-02-28 00:00:00+02:00,4546.259765625
2025-03-31 00:00:00+02:00,4758.1298828125
2025-04-30 00:00:00+02:00,4655.9599609375
