date,value
2023-01-01,6.0752438457966
2022-01-01,7.03987272546482
2021-01-01,4.61874544887136
2020-01-01,3.23238831615113
2019-01-01,4.10285075461156
2018-01-01,4.50987264867388
2017-01-01,5.18618655524149
2016-01-01,6.60290842394872
2015-01-01,4.51869094892506
2014-01-01,6.13282953059149
2013-01-01,5.78016910069176
