date,value
2023-01-01,4.59356282283204
2022-01-01,9.28010608956873
2021-01-01,8.30165975585673
2020-01-01,3.21176803803376
2019-01-01,3.73297621216894
2018-01-01,3.66485028376729
2017-01-01,3.44637335032669
2016-01-01,8.73914352329393
2015-01-01,9.02990102416136
2014-01-01,6.32904015516139
2013-01-01,6.20431066640101
