Date,close
2015-04-30 00:00:00-03:00,56229.0
2015-05-31 00:00:00-03:00,52760.0
2015-06-30 00:00:00-03:00,53081.0
2015-07-31 00:00:00-03:00,50865.0
2015-08-31 00:00:00-03:00,46626.0
2015-09-30 00:00:00-03:00,45059.0
2015-10-31 00:00:00-02:00,45869.0
2015-11-30 00:00:00-02:00,45120.0
2015-12-31 00:00:00-02:00,43350.0
2016-01-31 00:00:00-02:00,40406.0
2016-02-29 00:00:00-03:00,42794.0
2016-03-31 00:00:00-03:00,50055.0
2016-04-30 00:00:00-03:00,53911.0
2016-05-31 00:00:00-03:00,48472.0
2016-06-30 00:00:00-03:00,51527.0
2016-07-31 00:00:00-03:00,57308.0
2016-08-31 00:00:00-03:00,57901.0
2016-09-30 00:00:00-03:00,58367.0
2016-10-31 00:00:00-02:00,64925.0
2016-11-30 00:00:00-02:00,61906.0
2016-12-31 00:00:00-02:00,60227.0
2017-01-31 00:00:00-02:00,64671.0
2017-02-28 00:00:00-03:00,66662.0
2017-03-31 00:00:00-03:00,64984.0
2017-04-30 00:00:00-03:00,65403.0
2017-05-31 00:00:00-03:00,62711.0
2017-06-30 00:00:00-03:00,62900.0
2017-07-31 00:00:00-03:00,65920.0
2017-08-31 00:00:00-03:00,70835.0
2017-09-30 00:00:00-03:00,74294.0
2017-10-31 00:00:00-02:00,74308.0
2017-11-30 00:00:00-02:00,71971.0
2017-12-31 00:00:00-02:00,76402.0
2018-01-31 00:00:00-02:00,84913.0
2018-02-28 00:00:00-03:00,85481.0
2018-03-31 00:00:00-03:00,85366.0
2018-04-30 00:00:00-03:00,86115.0
2018-05-31 00:00:00-03:00,76754.0
2018-06-30 00:00:00-03:00,72763.0
2018-07-31 00:00:00-03:00,79220.0
2018-08-31 00:00:00-03:00,76678.0
2018-09-30 00:00:00-03:00,79342.0
2018-10-31 00:00:00-03:00,87424.0
2018-11-30 00:00:00-02:00,89504.0
2018-12-31 00:00:00-02:00,87887.0
2019-01-31 00:00:00-02:00,97394.0
2019-02-28 00:00:00-03:00,95584.0
2019-03-31 00:00:00-03:00,95415.0
2019-04-30 00:00:00-03:00,96353.0
2019-05-31 00:00:00-03:00,97030.0
2019-06-30 00:00:00-03:00,100967.0
2019-07-31 00:00:00-03:00,101812.0
2019-08-31 00:00:00-03:00,101135.0
2019-09-30 00:00:00-03:00,104745.0
2019-10-31 00:00:00-03:00,107220.0
2019-11-30 00:00:00-03:00,108233.0
2019-12-31 00:00:00-03:00,115964.0
2020-01-31 00:00:00-03:00,113761.0
2020-02-29 00:00:00-03:00,104172.0
2020-03-31 00:00:00-03:00,73020.0
2020-04-30 00:00:00-03:00,80506.0
2020-05-31 00:00:00-03:00,87403.0
2020-06-30 00:00:00-03:00,95056.0
2020-07-31 00:00:00-03:00,102912.0
2020-08-31 00:00:00-03:00,99369.0
2020-09-30 00:00:00-03:00,94603.0
2020-10-31 00:00:00-03:00,93952.0
2020-11-30 00:00:00-03:00,108888.0
2020-12-31 00:00:00-03:00,119306.0
2021-01-31 00:00:00-03:00,116007.0
2021-02-28 00:00:00-03:00,110035.0
2021-03-31 00:00:00-03:00,116634.0
2021-04-30 00:00:00-03:00,118894.0
2021-05-31 00:00:00-03:00,126216.0
2021-06-30 00:00:00-03:00,126802.0
2021-07-31 00:00:00-03:00,121801.0
2021-08-31 00:00:00-03:00,118781.0
2021-09-30 00:00:00-03:00,110979.0
2021-10-31 00:00:00-03:00,103501.0
2021-11-30 00:00:00-03:00,101915.0
2021-12-31 00:00:00-03:00,104822.0
2022-01-31 00:00:00-03:00,112388.0
2022-02-28 00:00:00-03:00,113142.0
2022-03-31 00:00:00-03:00,119999.0
2022-04-30 00:00:00-03:00,107876.0
2022-05-31 00:00:00-03:00,111351.0
2022-06-30 00:00:00-03:00,98542.0
2022-07-31 00:00:00-03:00,103165.0
2022-08-31 00:00:00-03:00,109523.0
2022-09-30 00:00:00-03:00,110037.0
2022-10-31 00:00:00-03:00,116037.0
2022-11-30 00:00:00-03:00,112486.0
2022-12-31 00:00:00-03:00,110031.0
2023-01-31 00:00:00-03:00,113532.0
2023-02-28 00:00:00-03:00,104932.0
2023-03-31 00:00:00-03:00,101882.0
2023-04-30 00:00:00-03:00,104432.0
2023-05-31 00:00:00-03:00,108335.0
2023-06-30 00:00:00-03:00,118087.0
2023-07-31 00:00:00-03:00,121943.0
2023-08-31 00:00:00-03:00,115742.0
2023-09-30 00:00:00-03:00,116565.0
2023-10-31 00:00:00-03:00,113144.0
2023-11-30 00:00:00-03:00,127331.0
2023-12-31 00:00:00-03:00,134185.0
2024-01-31 00:00:00-03:00,127752.0
2024-02-29 00:00:00-03:00,129020.0
2024-03-31 00:00:00-03:00,128106.0
2024-04-30 00:00:00-03:00,125924.0
2024-05-31 00:00:00-03:00,122098.0
2024-06-30 00:00:00-03:00,123907.0
2024-07-31 00:00:00-03:00,127652.0
2024-08-31 00:00:00-03:00,136004.0
2024-09-30 00:00:00-03:00,131816.0
2024-10-31 00:00:00-03:00,129713.0
2024-11-30 00:00:00-03:00,125668.0
2024-12-31 00:00:00-03:00,120283.0
2025-01-31 00:00:00-03:00,126135.0
2025-02-28 00:00:00-03:00,122799.0
2025-03-31 00:00:00-03:00,130260.0
2025-04-30 00:00:00-03:00,129171.078125
