date,value
2023-01-01,5.64914318907925
2022-01-01,6.69903414079852
2021-01-01,5.13140747176369
2020-01-01,6.62343677628535
2019-01-01,3.72950573539129
2018-01-01,3.9388264669163
2017-01-01,3.32817337461298
2016-01-01,4.94821634062141
2015-01-01,4.90697344127256
2014-01-01,6.66565671867899
2013-01-01,10.0178784746102
