Date,close
2015-04-30 00:00:00+05:30,8181.5
2015-05-31 00:00:00+05:30,8433.650390625
2015-06-30 00:00:00+05:30,8368.5
2015-07-31 00:00:00+05:30,8532.849609375
2015-08-31 00:00:00+05:30,7971.2998046875
2015-09-30 00:00:00+05:30,7948.89990234375
2015-10-31 00:00:00+05:30,8065.7998046875
2015-11-30 00:00:00+05:30,7935.25
2015-12-31 00:00:00+05:30,7946.35009765625
2016-01-31 00:00:00+05:30,7563.5498046875
2016-02-29 00:00:00+05:30,6987.0498046875
2016-03-31 00:00:00+05:30,7738.39990234375
2016-04-30 00:00:00+05:30,7849.7998046875
2016-05-31 00:00:00+05:30,8160.10009765625
2016-06-30 00:00:00+05:30,8287.75
2016-07-31 00:00:00+05:30,8638.5
2016-08-31 00:00:00+05:30,8786.2001953125
2016-09-30 00:00:00+05:30,8611.150390625
2016-10-31 00:00:00+05:30,8638.0
2016-11-30 00:00:00+05:30,8224.5
2016-12-31 00:00:00+05:30,8185.7998046875
2017-01-31 00:00:00+05:30,8561.2998046875
2017-02-28 00:00:00+05:30,8879.599609375
2017-03-31 00:00:00+05:30,9173.75
2017-04-30 00:00:00+05:30,9304.0498046875
2017-05-31 00:00:00+05:30,9621.25
2017-06-30 00:00:00+05:30,9520.900390625
2017-07-31 00:00:00+05:30,10077.099609375
2017-08-31 00:00:00+05:30,9917.900390625
2017-09-30 00:00:00+05:30,9788.599609375
2017-10-31 00:00:00+05:30,10335.2998046875
2017-11-30 00:00:00+05:30,10226.5498046875
2017-12-31 00:00:00+05:30,10530.7001953125
2018-01-31 00:00:00+05:30,11027.7001953125
2018-02-28 00:00:00+05:30,10492.849609375
2018-03-31 00:00:00+05:30,10113.7001953125
2018-04-30 00:00:00+05:30,10739.349609375
2018-05-31 00:00:00+05:30,10736.150390625
2018-06-30 00:00:00+05:30,10714.2998046875
2018-07-31 00:00:00+05:30,11356.5
2018-08-31 00:00:00+05:30,11680.5
2018-09-30 00:00:00+05:30,10930.4501953125
2018-10-31 00:00:00+05:30,10386.599609375
2018-11-30 00:00:00+05:30,10876.75
2018-12-31 00:00:00+05:30,10862.5498046875
2019-01-31 00:00:00+05:30,10830.9501953125
2019-02-28 00:00:00+05:30,10792.5
2019-03-31 00:00:00+05:30,11570.0
2019-04-30 00:00:00+05:30,11748.150390625
2019-05-31 00:00:00+05:30,11922.7998046875
2019-06-30 00:00:00+05:30,11788.849609375
2019-07-31 00:00:00+05:30,11118.0
2019-08-31 00:00:00+05:30,11023.25
2019-09-30 00:00:00+05:30,11474.4501953125
2019-10-31 00:00:00+05:30,11877.4501953125
2019-11-30 00:00:00+05:30,12056.0498046875
2019-12-31 00:00:00+05:30,12168.4501953125
2020-01-31 00:00:00+05:30,11962.099609375
2020-02-29 00:00:00+05:30,11201.75
2020-03-31 00:00:00+05:30,8597.75
2020-04-30 00:00:00+05:30,9859.900390625
2020-05-31 00:00:00+05:30,9580.2998046875
2020-06-30 00:00:00+05:30,10302.099609375
2020-07-31 00:00:00+05:30,11073.4501953125
2020-08-31 00:00:00+05:30,11387.5
2020-09-30 00:00:00+05:30,11247.5498046875
2020-10-31 00:00:00+05:30,11642.400390625
2020-11-30 00:00:00+05:30,12968.9501953125
2020-12-31 00:00:00+05:30,13981.75
2021-01-31 00:00:00+05:30,13634.599609375
2021-02-28 00:00:00+05:30,14529.150390625
2021-03-31 00:00:00+05:30,14690.7001953125
2021-04-30 00:00:00+05:30,14631.099609375
2021-05-31 00:00:00+05:30,15582.7998046875
2021-06-30 00:00:00+05:30,15721.5
2021-07-31 00:00:00+05:30,15763.0498046875
2021-08-31 00:00:00+05:30,17132.19921875
2021-09-30 00:00:00+05:30,17618.150390625
2021-10-31 00:00:00+05:30,17671.650390625
2021-11-30 00:00:00+05:30,16983.19921875
2021-12-31 00:00:00+05:30,17354.05078125
2022-01-31 00:00:00+05:30,17339.849609375
2022-02-28 00:00:00+05:30,16793.900390625
2022-03-31 00:00:00+05:30,17464.75
2022-04-30 00:00:00+05:30,17102.55078125
2022-05-31 00:00:00+05:30,16584.55078125
2022-06-30 00:00:00+05:30,15780.25
2022-07-31 00:00:00+05:30,17158.25
2022-08-31 00:00:00+05:30,17759.30078125
2022-09-30 00:00:00+05:30,17094.349609375
2022-10-31 00:00:00+05:30,18012.19921875
2022-11-30 00:00:00+05:30,18758.349609375
